Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
BP Depot,"Zone fuel3",1,5,17,"(335.0, 4.6, -190.0)"
BP Depot,"Zone fuel4",1,5,17,"(-334.9, 3.8, -163.5)"
Tigr Safari,"Zone place_peacemaker_002_N1",1,10,25,"(505.0, 2.2, -11.3)"
Tigr Safari,"Zone place_peacemaker_002_N2",1,10,25,"(565.8, 1.1, -24.2)"
Tigr Safari,"Zone place_peacemaker_002_N3",1,10,25,"(17.9, 1.5, 0.4)"
The Cult - Part 2,"Zone place_peacemaker_007_N1",1,18,41,"(184.1, 5.9, 183.4)"
Cargo X - Part 2,"Item Secure Folder 0013",1,12,29,"(498.1, 5.8, -141.4)"
Farming - Part 3,"Zone place_SADOVOD_03",1,14,33,"(-212.6, 1.1, -109.1)"
Farming - Part 3,"Item Package of graphics cards",1,14,33,"(-201.0, 7.1, -100.8)"
Informed Means Armed,"Zone place_skier_11_2",2,24,51,"(24.4, -1.0, 102.6)"
Chumming,"Zone place_skier_12_2",2,24,51,"(170.9, 5.9, 172.4)"
Bullshit,"Zone Q019_3",2,25,53,"(180.8, 5.9, 161.4)"
Bullshit,"Item Flash drive with fake info",1,25,53,"(-91.5, 1.7, 4.3)"
The Huntsman Path - Evil Watchman,"Zone huntsman_020",1,2,11,"(201.2, -0.8, 154.5)"
The Courier,"Zone mech_41_1",2,52,92,"(171.9, 1.1, -106.1)"
The Courier,"Zone mech_41_2",2,52,92,"(425.0, 1.0, 28.4)"
Spawn Point Wander,"Spawn Point (510.9 3.4 46.2)",1,0,99,"(510.9, 3.4, 46.2)"
Spawn Point Wander,"Spawn Point (310.7 1.3 -157.0)",1,0,99,"(310.7, 1.3, -157.0)"
Spawn Point Wander,"Spawn Point (20.1 1.1 -115.5)",1,0,99,"(20.1, 1.1, -115.5)"
Spawn Point Wander,"Spawn Point (-9.7 -6.9 127.7)",1,0,99,"(-9.7, -6.9, 127.7)"
Spawn Point Wander,"Spawn Point (571.4 1.5 -53.5)",1,0,99,"(571.4, 1.5, -53.5)"
Spawn Point Wander,"Spawn Point (119.7 1.1 -34.1)",1,0,99,"(119.7, 1.1, -34.1)"
Spawn Point Wander,"Spawn Point (584.1 9.7 146.2)",1,0,99,"(584.1, 9.7, 146.2)"
Spawn Point Wander,"Spawn Point (252.2 1.2 -108.5)",1,0,99,"(252.2, 1.2, -108.5)"
Spawn Point Wander,"Spawn Point (236.3 1.2 -95.1)",1,0,99,"(236.3, 1.2, -95.1)"
Spawn Point Wander,"Spawn Point (208.2 1.8 -116.9)",1,0,99,"(208.2, 1.8, -116.9)"
Spawn Point Wander,"Spawn Point (423.8 1.1 42.3)",1,0,99,"(423.8, 1.1, 42.3)"
Spawn Point Wander,"Spawn Point (-220.2 1.1 -141.9)",1,0,99,"(-220.2, 1.1, -141.9)"
Spawn Point Wander,"Spawn Point (288.1 1.7 -201.2)",1,0,99,"(288.1, 1.7, -201.2)"
Spawn Point Wander,"Spawn Point (255.5 1.2 -108.4)",1,0,99,"(255.5, 1.2, -108.4)"
Spawn Point Wander,"Spawn Point (447.4 7.6 111.1)",1,0,99,"(447.4, 7.6, 111.1)"
Spawn Point Wander,"Spawn Point (531.9 9.5 195.8)",1,0,99,"(531.9, 9.5, 195.8)"
Spawn Point Wander,"Spawn Point (546.9 2.2 45.6)",1,0,99,"(546.9, 2.2, 45.6)"
Spawn Point Wander,"Spawn Point (574.0 1.5 -114.9)",1,0,99,"(574.0, 1.5, -114.9)"
Spawn Point Wander,"Spawn Point (487.6 1.7 41.1)",1,0,99,"(487.6, 1.7, 41.1)"
Spawn Point Wander,"Spawn Point (-196.0 1.5 -234.6)",1,0,99,"(-196.0, 1.5, -234.6)"
Spawn Point Wander,"Spawn Point (365.1 1.3 -108.9)",1,0,99,"(365.1, 1.3, -108.9)"
Spawn Point Wander,"Spawn Point (587.9 8.9 142.0)",1,0,99,"(587.9, 8.9, 142.0)"
Spawn Point Wander,"Spawn Point (-223.2 1.1 -147.5)",1,0,99,"(-223.2, 1.1, -147.5)"
Spawn Point Wander,"Spawn Point (19.3 -0.9 36.4)",1,0,99,"(19.3, -0.9, 36.4)"
Spawn Point Wander,"Spawn Point (313.8 1.2 -191.6)",1,0,99,"(313.8, 1.2, -191.6)"
Spawn Point Wander,"Spawn Point (570.1 1.5 -55.0)",1,0,99,"(570.1, 1.5, -55.0)"
Spawn Point Wander,"Spawn Point (-132.9 -1.7 39.9)",1,0,99,"(-132.9, -1.7, 39.9)"
Spawn Point Wander,"Spawn Point (195.3 1.8 -126.1)",1,0,99,"(195.3, 1.8, -126.1)"
Spawn Point Wander,"Spawn Point (-151.8 1.3 -129.8)",1,0,99,"(-151.8, 1.3, -129.8)"
Spawn Point Wander,"Spawn Point (476.1 14.8 -71.9)",1,0,99,"(476.1, 14.8, -71.9)"
Spawn Point Wander,"Spawn Point (363.2 12.7 155.6)",1,0,99,"(363.2, 12.7, 155.6)"
Spawn Point Wander,"Spawn Point (-130.7 -2.1 38.9)",1,0,99,"(-130.7, -2.1, 38.9)"
Spawn Point Wander,"Spawn Point (100.6 1.2 -110.8)",1,0,99,"(100.6, 1.2, -110.8)"
Spawn Point Wander,"Spawn Point (-131.3 -2.1 42.7)",1,0,99,"(-131.3, -2.1, 42.7)"
Spawn Point Wander,"Spawn Point (525.6 8.9 199.0)",1,0,99,"(525.6, 8.9, 199.0)"
Spawn Point Wander,"Spawn Point (317.3 1.1 -78.8)",1,0,99,"(317.3, 1.1, -78.8)"
Spawn Point Wander,"Spawn Point (191.5 1.2 -2.5)",1,0,99,"(191.5, 1.2, -2.5)"
Spawn Point Wander,"Spawn Point (171.9 2.8 172.2)",1,0,99,"(171.9, 2.8, 172.2)"
Spawn Point Wander,"Spawn Point (411.6 1.0 0.1)",1,0,99,"(411.6, 1.0, 0.1)"
Spawn Point Wander,"Spawn Point (-333.8 -0.4 -84.5)",1,0,99,"(-333.8, -0.4, -84.5)"
Spawn Point Wander,"Spawn Point (-310.0 1.0 -94.5)",1,0,99,"(-310.0, 1.0, -94.5)"
Spawn Point Wander,"Spawn Point (46.8 -3.9 126.2)",1,0,99,"(46.8, -3.9, 126.2)"
Spawn Point Wander,"Spawn Point (291.5 2.4 -169.4)",1,0,99,"(291.5, 2.4, -169.4)"
Spawn Point Wander,"Spawn Point (-147.9 1.7 -135.6)",1,0,99,"(-147.9, 1.7, -135.6)"
Spawn Point Wander,"Spawn Point (-311.9 1.0 -125.0)",1,0,99,"(-311.9, 1.0, -125.0)"
Spawn Point Wander,"Spawn Point (603.5 1.1 -139.3)",1,0,99,"(603.5, 1.1, -139.3)"
Spawn Point Wander,"Spawn Point (663.3 1.2 -99.5)",1,0,99,"(663.3, 1.2, -99.5)"
Spawn Point Wander,"Spawn Point (454.8 2.1 61.1)",1,0,99,"(454.8, 2.1, 61.1)"
Spawn Point Wander,"Spawn Point (-216.6 -1.5 -2.1)",1,0,99,"(-216.6, -1.5, -2.1)"
Spawn Point Wander,"Spawn Point (178.6 -0.1 181.3)",1,0,99,"(178.6, -0.1, 181.3)"
Spawn Point Wander,"Spawn Point (13.1 1.2 -125.6)",1,0,99,"(13.1, 1.2, -125.6)"
Spawn Point Wander,"Spawn Point (-163.0 3.2 -168.5)",1,0,99,"(-163.0, 3.2, -168.5)"
Spawn Point Wander,"Spawn Point (518.3 8.4 187.5)",1,0,99,"(518.3, 8.4, 187.5)"
Spawn Point Wander,"Spawn Point (478.0 2.7 -83.1)",1,0,99,"(478.0, 2.7, -83.1)"
Spawn Point Wander,"Spawn Point (569.1 1.5 -54.5)",1,0,99,"(569.1, 1.5, -54.5)"
Spawn Point Wander,"Spawn Point (568.9 -1.5 -25.5)",1,0,99,"(568.9, -1.5, -25.5)"
Spawn Point Wander,"Spawn Point (186.5 2.8 173.9)",1,0,99,"(186.5, 2.8, 173.9)"
Spawn Point Wander,"Spawn Point (-300.6 0.0 -44.1)",1,0,99,"(-300.6, 0.0, -44.1)"
Spawn Point Wander,"Spawn Point (-17.2 0.0 -141.0)",1,0,99,"(-17.2, 0.0, -141.0)"
Spawn Point Wander,"Spawn Point (539.7 2.9 48.0)",1,0,99,"(539.7, 2.9, 48.0)"
Spawn Point Wander,"Spawn Point (569.8 1.5 -52.5)",1,0,99,"(569.8, 1.5, -52.5)"
Spawn Point Wander,"Spawn Point (582.3 9.8 147.5)",1,0,99,"(582.3, 9.8, 147.5)"
Spawn Point Wander,"Spawn Point (418.8 1.1 56.7)",1,0,99,"(418.8, 1.1, 56.7)"
Spawn Point Wander,"Spawn Point (339.3 1.2 -190.8)",1,0,99,"(339.3, 1.2, -190.8)"
Spawn Point Wander,"Spawn Point (570.5 1.5 -111.8)",1,0,99,"(570.5, 1.5, -111.8)"
Spawn Point Wander,"Spawn Point (5.8 1.2 -103.4)",1,0,99,"(5.8, 1.2, -103.4)"
Spawn Point Wander,"Spawn Point (-221.7 -0.7 -3.4)",1,0,99,"(-221.7, -0.7, -3.4)"
Spawn Point Wander,"Spawn Point (175.3 1.2 -5.4)",1,0,99,"(175.3, 1.2, -5.4)"
Spawn Point Wander,"Spawn Point (385.7 1.1 -116.2)",1,0,99,"(385.7, 1.1, -116.2)"
Spawn Point Wander,"Spawn Point (-154.4 1.0 -128.1)",1,0,99,"(-154.4, 1.0, -128.1)"
Spawn Point Wander,"Spawn Point (-313.9 0.9 -88.7)",1,0,99,"(-313.9, 0.9, -88.7)"
Spawn Point Wander,"Spawn Point (172.6 2.8 157.3)",1,0,99,"(172.6, 2.8, 157.3)"
Spawn Point Wander,"Spawn Point (-191.0 1.5 -236.7)",1,0,99,"(-191.0, 1.5, -236.7)"
Spawn Point Wander,"Spawn Point (-218.7 1.1 -148.4)",1,0,99,"(-218.7, 1.1, -148.4)"
Spawn Point Wander,"Spawn Point (503.2 1.2 -59.8)",1,0,99,"(503.2, 1.2, -59.8)"
Spawn Point Wander,"Spawn Point (585.7 9.5 145.8)",1,0,99,"(585.7, 9.5, 145.8)"
Spawn Point Wander,"Spawn Point (471.2 2.7 -54.3)",1,0,99,"(471.2, 2.7, -54.3)"
Spawn Point Wander,"Spawn Point (-161.6 3.2 -126.5)",1,0,99,"(-161.6, 3.2, -126.5)"
Spawn Point Wander,"Spawn Point (548.1 2.8 47.6)",1,0,99,"(548.1, 2.8, 47.6)"
Spawn Point Wander,"Spawn Point (-14.4 -7.7 126.4)",1,0,99,"(-14.4, -7.7, 126.4)"
Spawn Point Wander,"Spawn Point (172.5 1.2 -6.3)",1,0,99,"(172.5, 1.2, -6.3)"
Spawn Point Wander,"Spawn Point (315.8 1.1 -82.1)",1,0,99,"(315.8, 1.1, -82.1)"
Spawn Point Wander,"Spawn Point (645.3 1.5 46.2)",1,0,99,"(645.3, 1.5, 46.2)"
Spawn Point Wander,"Spawn Point (478.9 2.7 -79.2)",1,0,99,"(478.9, 2.7, -79.2)"
Spawn Point Wander,"Spawn Point (614.4 -0.3 -102.6)",1,0,99,"(614.4, -0.3, -102.6)"
Spawn Point Wander,"Spawn Point (503.8 1.2 -55.3)",1,0,99,"(503.8, 1.2, -55.3)"
Spawn Point Wander,"Spawn Point (133.8 1.7 -82.0)",1,0,99,"(133.8, 1.7, -82.0)"
Spawn Point Wander,"Spawn Point (291.7 1.5 -197.1)",1,0,99,"(291.7, 1.5, -197.1)"
Spawn Point Wander,"Spawn Point (-197.2 1.5 -233.5)",1,0,99,"(-197.2, 1.5, -233.5)"
Spawn Point Wander,"Spawn Point (391.6 1.3 -117.7)",1,0,99,"(391.6, 1.3, -117.7)"
Spawn Point Wander,"Spawn Point (-217.6 1.1 -144.9)",1,0,99,"(-217.6, 1.1, -144.9)"
Spawn Point Wander,"Spawn Point (641.5 1.3 43.5)",1,0,99,"(641.5, 1.3, 43.5)"
Spawn Point Wander,"Spawn Point (571.7 -0.9 6.6)",1,0,99,"(571.7, -0.9, 6.6)"
Spawn Point Wander,"Spawn Point (101.4 1.2 22.1)",1,0,99,"(101.4, 1.2, 22.1)"
Spawn Point Wander,"Spawn Point (-1.9 -5.0 127.0)",1,0,99,"(-1.9, -5.0, 127.0)"
Spawn Point Wander,"Spawn Point (294.9 2.1 -160.2)",1,0,99,"(294.9, 2.1, -160.2)"
Spawn Point Wander,"Spawn Point (294.3 1.4 -195.7)",1,0,99,"(294.3, 1.4, -195.7)"
Spawn Point Wander,"Spawn Point (480.6 2.7 -81.5)",1,0,99,"(480.6, 2.7, -81.5)"
Spawn Point Wander,"Spawn Point (314.1 1.2 -90.7)",1,0,99,"(314.1, 1.2, -90.7)"
Spawn Point Wander,"Spawn Point (620.1 -0.3 -97.0)",1,0,99,"(620.1, -0.3, -97.0)"
Spawn Point Wander,"Spawn Point (142.0 1.1 -15.0)",1,0,99,"(142.0, 1.1, -15.0)"
Spawn Point Wander,"Spawn Point (87.1 1.0 -59.2)",1,0,99,"(87.1, 1.0, -59.2)"
Spawn Point Wander,"Spawn Point (348.4 8.9 152.8)",1,0,99,"(348.4, 8.9, 152.8)"
Spawn Point Wander,"Spawn Point (-323.9 1.2 -225.6)",1,0,99,"(-323.9, 1.2, -225.6)"
Spawn Point Wander,"Spawn Point (6.5 1.3 -95.1)",1,0,99,"(6.5, 1.3, -95.1)"
Spawn Point Wander,"Spawn Point (569.9 1.5 -50.5)",1,0,99,"(569.9, 1.5, -50.5)"
Spawn Point Wander,"Spawn Point (537.5 1.1 -130.9)",1,0,99,"(537.5, 1.1, -130.9)"
Spawn Point Wander,"Spawn Point (16.0 1.3 -126.9)",1,0,99,"(16.0, 1.3, -126.9)"
Spawn Point Wander,"Spawn Point (213.6 1.2 1.9)",1,0,99,"(213.6, 1.2, 1.9)"
Spawn Point Wander,"Spawn Point (480.2 2.7 -84.5)",1,0,99,"(480.2, 2.7, -84.5)"
Spawn Point Wander,"Spawn Point (377.7 1.4 -93.4)",1,0,99,"(377.7, 1.4, -93.4)"
Spawn Point Wander,"Spawn Point (647.5 1.9 48.4)",1,0,99,"(647.5, 1.9, 48.4)"
Spawn Point Wander,"Spawn Point (226.0 1.1 -80.7)",1,0,99,"(226.0, 1.1, -80.7)"
Spawn Point Wander,"Spawn Point (195.1 1.5 -170.1)",1,0,99,"(195.1, 1.5, -170.1)"
Spawn Point Wander,"Spawn Point (-286.3 0.2 -232.6)",1,0,99,"(-286.3, 0.2, -232.6)"
Spawn Point Wander,"Spawn Point (657.8 1.1 -134.8)",1,0,99,"(657.8, 1.1, -134.8)"
Spawn Point Wander,"Spawn Point (-134.2 -1.4 38.1)",1,0,99,"(-134.2, -1.4, 38.1)"
Spawn Point Wander,"Spawn Point (430.8 1.9 54.9)",1,0,99,"(430.8, 1.9, 54.9)"
Spawn Point Wander,"Spawn Point (-31.0 -12.1 126.2)",1,0,99,"(-31.0, -12.1, 126.2)"
Spawn Point Wander,"Spawn Point (-206.3 -1.3 2.2)",1,0,99,"(-206.3, -1.3, 2.2)"
Spawn Point Wander,"Spawn Point (-157.7 1.6 -190.8)",1,0,99,"(-157.7, 1.6, -190.8)"
Spawn Point Wander,"Spawn Point (181.1 -0.1 178.1)",1,0,99,"(181.1, -0.1, 178.1)"
Spawn Point Wander,"Spawn Point (375.1 1.4 -88.8)",1,0,99,"(375.1, 1.4, -88.8)"
Spawn Point Wander,"Spawn Point (519.8 7.8 204.2)",1,0,99,"(519.8, 7.8, 204.2)"
Spawn Point Wander,"Spawn Point (98.1 1.1 -107.2)",1,0,99,"(98.1, 1.1, -107.2)"
Spawn Point Wander,"Spawn Point (19.3 1.3 -109.2)",1,0,99,"(19.3, 1.3, -109.2)"
Spawn Point Wander,"Spawn Point (-148.3 1.6 -143.6)",1,0,99,"(-148.3, 1.6, -143.6)"
Spawn Point Wander,"Spawn Point (658.0 1.1 -59.2)",1,0,99,"(658.0, 1.1, -59.2)"
Spawn Point Wander,"Spawn Point (544.7 2.9 48.1)",1,0,99,"(544.7, 2.9, 48.1)"
Spawn Point Wander,"Spawn Point (19.4 1.1 -66.1)",1,0,99,"(19.4, 1.1, -66.1)"
Spawn Point Wander,"Spawn Point (394.9 1.4 -84.0)",1,0,99,"(394.9, 1.4, -84.0)"
Spawn Point Wander,"Spawn Point (581.8 3.1 0.9)",1,0,99,"(581.8, 3.1, 0.9)"
Spawn Point Wander,"Spawn Point (617.5 -0.3 -103.1)",1,0,99,"(617.5, -0.3, -103.1)"
Spawn Point Wander,"Spawn Point (463.8 1.2 -117.4)",1,0,99,"(463.8, 1.2, -117.4)"
Spawn Point Wander,"Spawn Point (642.1 1.4 45.5)",1,0,99,"(642.1, 1.4, 45.5)"
Spawn Point Wander,"Spawn Point (568.1 1.5 -111.7)",1,0,99,"(568.1, 1.5, -111.7)"
Spawn Point Wander,"Spawn Point (569.0 1.5 -117.4)",1,0,99,"(569.0, 1.5, -117.4)"
Spawn Point Wander,"Spawn Point (21.0 1.3 -109.5)",1,0,99,"(21.0, 1.3, -109.5)"
Spawn Point Wander,"Spawn Point (323.3 1.6 -98.5)",1,0,99,"(323.3, 1.6, -98.5)"
Spawn Point Wander,"Spawn Point (355.8 10.0 152.1)",1,0,99,"(355.8, 10.0, 152.1)"
Spawn Point Wander,"Spawn Point (-152.0 1.3 -137.9)",1,0,99,"(-152.0, 1.3, -137.9)"
Spawn Point Wander,"Spawn Point (379.0 1.2 -116.8)",1,0,99,"(379.0, 1.2, -116.8)"
Spawn Point Wander,"Spawn Point (8.7 1.3 -127.8)",1,0,99,"(8.7, 1.3, -127.8)"
Spawn Point Wander,"Spawn Point (356.5 1.2 -24.2)",1,0,99,"(356.5, 1.2, -24.2)"
Spawn Point Wander,"Spawn Point (420.5 1.1 22.6)",1,0,99,"(420.5, 1.1, 22.6)"
Spawn Point Wander,"Spawn Point (368.4 1.4 -90.1)",1,0,99,"(368.4, 1.4, -90.1)"
Spawn Point Wander,"Spawn Point (-309.9 1.0 -97.0)",1,0,99,"(-309.9, 1.0, -97.0)"
Spawn Point Wander,"Spawn Point (-329.4 1.0 -211.1)",1,0,99,"(-329.4, 1.0, -211.1)"
Spawn Point Wander,"Spawn Point (-14.7 -7.7 121.6)",1,0,99,"(-14.7, -7.7, 121.6)"
Spawn Point Wander,"Spawn Point (571.2 1.5 -51.7)",1,0,99,"(571.2, 1.5, -51.7)"
Spawn Point Wander,"Spawn Point (90.1 1.4 -102.0)",1,0,99,"(90.1, 1.4, -102.0)"
Spawn Point Wander,"Spawn Point (388.4 1.1 -114.3)",1,0,99,"(388.4, 1.1, -114.3)"
Spawn Point Wander,"Spawn Point (545.0 3.2 51.0)",1,0,99,"(545.0, 3.2, 51.0)"
Spawn Point Wander,"Spawn Point (388.9 1.4 -97.2)",1,0,99,"(388.9, 1.4, -97.2)"
Spawn Point Wander,"Spawn Point (107.1 16.2 -47.9)",1,0,99,"(107.1, 16.2, -47.9)"
Spawn Point Wander,"Spawn Point (629.7 1.4 -135.6)",1,0,99,"(629.7, 1.4, -135.6)"
Spawn Point Wander,"Spawn Point (502.4 1.2 -64.4)",1,0,99,"(502.4, 1.2, -64.4)"
Spawn Point Wander,"Spawn Point (467.4 1.6 60.1)",1,0,99,"(467.4, 1.6, 60.1)"
Spawn Point Wander,"Spawn Point (-194.3 1.6 -232.9)",1,0,99,"(-194.3, 1.6, -232.9)"
Spawn Point Wander,"Spawn Point (260.3 1.2 -91.1)",1,0,99,"(260.3, 1.2, -91.1)"
Spawn Point Wander,"Spawn Point (648.8 1.8 50.2)",1,0,99,"(648.8, 1.8, 50.2)"
Spawn Point Wander,"Spawn Point (-189.1 1.5 -235.2)",1,0,99,"(-189.1, 1.5, -235.2)"
Spawn Point Wander,"Spawn Point (96.6 1.3 -106.2)",1,0,99,"(96.6, 1.3, -106.2)"
Spawn Point Wander,"Spawn Point (-335.6 0.3 -159.7)",1,0,99,"(-335.6, 0.3, -159.7)"
Spawn Point Wander,"Spawn Point (394.9 2.2 -120.7)",1,0,99,"(394.9, 2.2, -120.7)"
Spawn Point Wander,"Spawn Point (536.9 1.4 -114.3)",1,0,99,"(536.9, 1.4, -114.3)"
Spawn Point Wander,"Spawn Point (29.8 1.1 -29.5)",1,0,99,"(29.8, 1.1, -29.5)"
Spawn Point Wander,"Spawn Point (-217.4 1.2 -137.0)",1,0,99,"(-217.4, 1.2, -137.0)"
Spawn Point Wander,"Spawn Point (-320.6 0.9 -223.8)",1,0,99,"(-320.6, 0.9, -223.8)"
Spawn Point Wander,"Spawn Point (188.1 1.3 -1.4)",1,0,99,"(188.1, 1.3, -1.4)"
Spawn Point Wander,"Spawn Point (481.1 2.7 -79.2)",1,0,99,"(481.1, 2.7, -79.2)"
Spawn Point Wander,"Spawn Point (-132.9 -1.8 44.0)",1,0,99,"(-132.9, -1.8, 44.0)"
Spawn Point Wander,"Spawn Point (-21.3 -8.5 115.3)",1,0,99,"(-21.3, -8.5, 115.3)"
Spawn Point Wander,"Spawn Point (18.8 1.4 -127.1)",1,0,99,"(18.8, 1.4, -127.1)"
Spawn Point Wander,"Spawn Point (73.6 1.1 -63.5)",1,0,99,"(73.6, 1.1, -63.5)"
Spawn Point Wander,"Spawn Point (571.6 11.4 145.3)",1,0,99,"(571.6, 11.4, 145.3)"
Spawn Point Wander,"Spawn Point (617.7 -0.3 -96.9)",1,0,99,"(617.7, -0.3, -96.9)"
Spawn Point Wander,"Spawn Point (-179.4 1.4 -235.0)",1,0,99,"(-179.4, 1.4, -235.0)"
Spawn Point Wander,"Spawn Point (522.4 10.1 179.7)",1,0,99,"(522.4, 10.1, 179.7)"
Spawn Point Wander,"Spawn Point (-323.9 1.1 -222.1)",1,0,99,"(-323.9, 1.1, -222.1)"
Spawn Point Wander,"Spawn Point (57.7 1.2 -37.5)",1,0,99,"(57.7, 1.2, -37.5)"
Spawn Point Wander,"Spawn Point (296.6 1.9 -200.6)",1,0,99,"(296.6, 1.9, -200.6)"
Spawn Point Wander,"Spawn Point (174.7 -0.1 152.7)",1,0,99,"(174.7, -0.1, 152.7)"
Spawn Point Wander,"Spawn Point (5.9 1.4 -90.5)",1,0,99,"(5.9, 1.4, -90.5)"
Spawn Point Wander,"Spawn Point (576.4 1.5 -115.4)",1,0,99,"(576.4, 1.5, -115.4)"
Spawn Point Wander,"Spawn Point (-321.0 1.0 -220.9)",1,0,99,"(-321.0, 1.0, -220.9)"
Spawn Point Wander,"Spawn Point (580.0 -0.6 33.1)",1,0,99,"(580.0, -0.6, 33.1)"
Spawn Point Wander,"Spawn Point (502.7 1.2 -62.1)",1,0,99,"(502.7, 1.2, -62.1)"
Spawn Point Wander,"Spawn Point (255.2 53.4 -27.0)",1,0,99,"(255.2, 53.4, -27.0)"
Spawn Point Wander,"Spawn Point (-209.1 -1.4 0.7)",1,0,99,"(-209.1, -1.4, 0.7)"
Spawn Point Wander,"Spawn Point (503.4 1.2 -57.6)",1,0,99,"(503.4, 1.2, -57.6)"
Spawn Point Wander,"Spawn Point (315.8 1.1 -79.1)",1,0,99,"(315.8, 1.1, -79.1)"
Spawn Point Wander,"Spawn Point (-247.5 -0.2 -14.3)",1,0,99,"(-247.5, -0.2, -14.3)"
Spawn Point Wander,"Spawn Point (-19.8 -8.5 113.3)",1,0,99,"(-19.8, -8.5, 113.3)"
Spawn Point Wander,"Spawn Point (109.9 1.2 -109.8)",1,0,99,"(109.9, 1.2, -109.8)"
Spawn Point Wander,"Spawn Point (34.2 1.1 -49.5)",1,0,99,"(34.2, 1.1, -49.5)"
Spawn Point Wander,"Spawn Point (289.0 1.4 -196.1)",1,0,99,"(289.0, 1.4, -196.1)"
Spawn Point Wander,"Spawn Point (615.6 -0.3 -96.8)",1,0,99,"(615.6, -0.3, -96.8)"
Spawn Point Wander,"Spawn Point (410.9 1.4 -112.0)",1,0,99,"(410.9, 1.4, -112.0)"
Spawn Point Wander,"Spawn Point (365.5 11.5 149.3)",1,0,99,"(365.5, 11.5, 149.3)"
Spawn Point Wander,"Spawn Point (185.4 2.8 182.8)",1,0,99,"(185.4, 2.8, 182.8)"
Spawn Point Wander,"Spawn Point (-306.1 1.0 -89.4)",1,0,99,"(-306.1, 1.0, -89.4)"
Spawn Point Wander,"Spawn Point (529.6 2.5 43.7)",1,0,99,"(529.6, 2.5, 43.7)"
Spawn Point Wander,"Spawn Point (227.9 1.3 -86.4)",1,0,99,"(227.9, 1.3, -86.4)"
Spawn Point Wander,"Spawn Point (605.0 1.2 -119.5)",1,0,99,"(605.0, 1.2, -119.5)"
Spawn Point Wander,"Spawn Point (454.3 2.7 -81.5)",1,0,99,"(454.3, 2.7, -81.5)"
Spawn Point Wander,"Spawn Point (91.3 1.2 -104.9)",1,0,99,"(91.3, 1.2, -104.9)"
Spawn Point Wander,"Spawn Point (20.4 1.2 -124.8)",1,0,99,"(20.4, 1.2, -124.8)"
Spawn Point Wander,"Spawn Point (-214.6 -1.2 -0.4)",1,0,99,"(-214.6, -1.2, -0.4)"
Spawn Point Wander,"Spawn Point (-273.5 1.0 -72.1)",1,0,99,"(-273.5, 1.0, -72.1)"
Spawn Point Wander,"Spawn Point (391.9 1.4 -86.2)",1,0,99,"(391.9, 1.4, -86.2)"
Spawn Point Wander,"Spawn Point (360.0 11.5 154.3)",1,0,99,"(360.0, 11.5, 154.3)"
Spawn Point Wander,"Spawn Point (227.6 -0.7 124.9)",1,0,99,"(227.6, -0.7, 124.9)"
Spawn Point Wander,"Spawn Point (422.3 4.2 97.2)",1,0,99,"(422.3, 4.2, 97.2)"
Spawn Point Wander,"Spawn Point (27.5 -1.1 127.3)",1,0,99,"(27.5, -1.1, 127.3)"
Spawn Point Wander,"Spawn Point (-303.4 1.0 -89.5)",1,0,99,"(-303.4, 1.0, -89.5)"
Spawn Point Wander,"Spawn Point (314.9 1.2 -93.1)",1,0,99,"(314.9, 1.2, -93.1)"
