Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (-83.9 -6.8 44.9)",1,0,99,"(-83.9, -6.8, 44.9)"
Spawn Point Wander,"Spawn Point (126.4 -6.8 45.4)",1,0,99,"(126.4, -6.8, 45.4)"
Spawn Point Wander,"Spawn Point (160.2 -5.1 -168.1)",1,0,99,"(160.2, -5.1, -168.1)"
Spawn Point Wander,"Spawn Point (138.8 -6.8 -229.3)",1,0,99,"(138.8, -6.8, -229.3)"
Spawn Point Wander,"Spawn Point (102.7 -6.9 -5.5)",1,0,99,"(102.7, -6.9, -5.5)"
Spawn Point Wander,"Spawn Point (-135.1 -6.7 -130.0)",1,0,99,"(-135.1, -6.7, -130.0)"
Spawn Point Wander,"Spawn Point (249.1 -6.4 -28.2)",1,0,99,"(249.1, -6.4, -28.2)"
Spawn Point Wander,"Spawn Point (-262.9 -10.9 -67.3)",1,0,99,"(-262.9, -10.9, -67.3)"
Spawn Point Wander,"Spawn Point (25.9 -6.9 7.2)",1,0,99,"(25.9, -6.9, 7.2)"
Spawn Point Wander,"Spawn Point (141.4 -10.8 41.1)",1,0,99,"(141.4, -10.8, 41.1)"
Spawn Point Wander,"Spawn Point (-6.0 -7.0 -182.4)",1,0,99,"(-6.0, -7.0, -182.4)"
Spawn Point Wander,"Spawn Point (174.0 -5.2 -166.8)",1,0,99,"(174.0, -5.2, -166.8)"
Spawn Point Wander,"Spawn Point (188.8 -6.8 -106.4)",1,0,99,"(188.8, -6.8, -106.4)"
Spawn Point Wander,"Spawn Point (-50.7 -6.5 15.7)",1,0,99,"(-50.7, -6.5, 15.7)"
Spawn Point Wander,"Spawn Point (-82.4 -14.3 28.9)",1,0,99,"(-82.4, -14.3, 28.9)"
Spawn Point Wander,"Spawn Point (-138.0 -7.1 -130.0)",1,0,99,"(-138.0, -7.1, -130.0)"
Spawn Point Wander,"Spawn Point (23.5 -5.1 -128.3)",1,0,99,"(23.5, -5.1, -128.3)"
Spawn Point Wander,"Spawn Point (-36.4 -7.0 -167.0)",1,0,99,"(-36.4, -7.0, -167.0)"
Spawn Point Wander,"Spawn Point (22.7 -6.9 5.2)",1,0,99,"(22.7, -6.9, 5.2)"
Spawn Point Wander,"Spawn Point (23.2 -6.9 6.6)",1,0,99,"(23.2, -6.9, 6.6)"
Spawn Point Wander,"Spawn Point (189.5 -6.8 -96.3)",1,0,99,"(189.5, -6.8, -96.3)"
Spawn Point Wander,"Spawn Point (55.9 -6.7 65.1)",1,0,99,"(55.9, -6.7, 65.1)"
Spawn Point Wander,"Spawn Point (-86.1 -14.4 21.4)",1,0,99,"(-86.1, -14.4, 21.4)"
Spawn Point Wander,"Spawn Point (-265.5 -5.5 13.1)",1,0,99,"(-265.5, -5.5, 13.1)"
Spawn Point Wander,"Spawn Point (-266.1 -10.9 -76.9)",1,0,99,"(-266.1, -10.9, -76.9)"
Spawn Point Wander,"Spawn Point (225.1 -6.8 -123.0)",1,0,99,"(225.1, -6.8, -123.0)"
Spawn Point Wander,"Spawn Point (234.1 -10.8 -3.3)",1,0,99,"(234.1, -10.8, -3.3)"
Spawn Point Wander,"Spawn Point (63.7 -6.9 -168.2)",1,0,99,"(63.7, -6.9, -168.2)"
Spawn Point Wander,"Spawn Point (-264.5 -5.2 11.5)",1,0,99,"(-264.5, -5.2, 11.5)"
Spawn Point Wander,"Spawn Point (-71.5 21.4 193.8)",1,0,99,"(-71.5, 21.4, 193.8)"
Spawn Point Wander,"Spawn Point (-62.3 -7.0 37.9)",1,0,99,"(-62.3, -7.0, 37.9)"
Spawn Point Wander,"Spawn Point (-252.8 -5.4 -0.7)",1,0,99,"(-252.8, -5.4, -0.7)"
Spawn Point Wander,"Spawn Point (96.7 -7.0 -16.2)",1,0,99,"(96.7, -7.0, -16.2)"
Spawn Point Wander,"Spawn Point (-49.3 -6.5 18.1)",1,0,99,"(-49.3, -6.5, 18.1)"
Spawn Point Wander,"Spawn Point (233.8 -10.8 -0.6)",1,0,99,"(233.8, -10.8, -0.6)"
Spawn Point Wander,"Spawn Point (-32.9 -7.0 -154.5)",1,0,99,"(-32.9, -7.0, -154.5)"
Spawn Point Wander,"Spawn Point (-216.8 -10.9 51.0)",1,0,99,"(-216.8, -10.9, 51.0)"
Spawn Point Wander,"Spawn Point (30.7 -12.2 -153.9)",1,0,99,"(30.7, -12.2, -153.9)"
Spawn Point Wander,"Spawn Point (25.7 -6.9 4.9)",1,0,99,"(25.7, -6.9, 4.9)"
Spawn Point Wander,"Spawn Point (248.3 -6.5 -32.9)",1,0,99,"(248.3, -6.5, -32.9)"
Spawn Point Wander,"Spawn Point (-136.4 -14.6 41.6)",1,0,99,"(-136.4, -14.6, 41.6)"
Spawn Point Wander,"Spawn Point (-10.3 -7.0 -186.0)",1,0,99,"(-10.3, -7.0, -186.0)"
Spawn Point Wander,"Spawn Point (192.4 -6.8 -97.5)",1,0,99,"(192.4, -6.8, -97.5)"
Spawn Point Wander,"Spawn Point (230.4 -6.8 -117.5)",1,0,99,"(230.4, -6.8, -117.5)"
Spawn Point Wander,"Spawn Point (248.8 -6.0 -18.0)",1,0,99,"(248.8, -6.0, -18.0)"
Spawn Point Wander,"Spawn Point (-33.7 -7.0 -156.9)",1,0,99,"(-33.7, -7.0, -156.9)"
Spawn Point Wander,"Spawn Point (104.8 -7.0 12.9)",1,0,99,"(104.8, -7.0, 12.9)"
Spawn Point Wander,"Spawn Point (160.2 -6.8 -234.9)",1,0,99,"(160.2, -6.8, -234.9)"
Spawn Point Wander,"Spawn Point (-34.9 -7.0 -169.2)",1,0,99,"(-34.9, -7.0, -169.2)"
Spawn Point Wander,"Spawn Point (-6.0 -7.0 -180.0)",1,0,99,"(-6.0, -7.0, -180.0)"
Spawn Point Wander,"Spawn Point (1.8 -6.9 -40.0)",1,0,99,"(1.8, -6.9, -40.0)"
Spawn Point Wander,"Spawn Point (-104.2 -14.5 33.8)",1,0,99,"(-104.2, -14.5, 33.8)"
Spawn Point Wander,"Spawn Point (-89.8 -14.5 17.2)",1,0,99,"(-89.8, -14.5, 17.2)"
Spawn Point Wander,"Spawn Point (-53.0 -6.8 40.6)",1,0,99,"(-53.0, -6.8, 40.6)"
Spawn Point Wander,"Spawn Point (-76.0 21.4 194.0)",1,0,99,"(-76.0, 21.4, 194.0)"
Spawn Point Wander,"Spawn Point (-78.7 21.1 191.1)",1,0,99,"(-78.7, 21.1, 191.1)"
Spawn Point Wander,"Spawn Point (62.8 -6.7 63.1)",1,0,99,"(62.8, -6.7, 63.1)"
Spawn Point Wander,"Spawn Point (-163.1 -6.2 -6.8)",1,0,99,"(-163.1, -6.2, -6.8)"
Spawn Point Wander,"Spawn Point (83.2 -12.2 -123.1)",1,0,99,"(83.2, -12.2, -123.1)"
Spawn Point Wander,"Spawn Point (-130.3 -11.7 80.3)",1,0,99,"(-130.3, -11.7, 80.3)"
Spawn Point Wander,"Spawn Point (45.4 -0.8 -196.3)",1,0,99,"(45.4, -0.8, -196.3)"
Spawn Point Wander,"Spawn Point (-48.3 -6.5 15.1)",1,0,99,"(-48.3, -6.5, 15.1)"
Spawn Point Wander,"Spawn Point (170.4 -6.8 -234.9)",1,0,99,"(170.4, -6.8, -234.9)"
Spawn Point Wander,"Spawn Point (197.1 -6.3 42.0)",1,0,99,"(197.1, -6.3, 42.0)"
Spawn Point Wander,"Spawn Point (33.4 -12.2 -142.6)",1,0,99,"(33.4, -12.2, -142.6)"
Spawn Point Wander,"Spawn Point (-7.3 -7.0 -183.4)",1,0,99,"(-7.3, -7.0, -183.4)"
Spawn Point Wander,"Spawn Point (-35.4 -7.0 -34.1)",1,0,99,"(-35.4, -7.0, -34.1)"
Spawn Point Wander,"Spawn Point (61.5 -6.9 -177.2)",1,0,99,"(61.5, -6.9, -177.2)"
Spawn Point Wander,"Spawn Point (-263.0 -10.9 -64.7)",1,0,99,"(-263.0, -10.9, -64.7)"
Spawn Point Wander,"Spawn Point (-126.8 -10.5 79.1)",1,0,99,"(-126.8, -10.5, 79.1)"
Spawn Point Wander,"Spawn Point (39.7 -0.2 -188.6)",1,0,99,"(39.7, -0.2, -188.6)"
Spawn Point Wander,"Spawn Point (137.2 -6.5 -232.0)",1,0,99,"(137.2, -6.5, -232.0)"
Spawn Point Wander,"Spawn Point (216.7 -6.9 -176.9)",1,0,99,"(216.7, -6.9, -176.9)"
Spawn Point Wander,"Spawn Point (234.4 -10.8 -4.8)",1,0,99,"(234.4, -10.8, -4.8)"
Spawn Point Wander,"Spawn Point (102.4 -7.0 3.1)",1,0,99,"(102.4, -7.0, 3.1)"
Spawn Point Wander,"Spawn Point (240.9 -7.1 -94.9)",1,0,99,"(240.9, -7.1, -94.9)"
Spawn Point Wander,"Spawn Point (-149.9 -6.2 -10.4)",1,0,99,"(-149.9, -6.2, -10.4)"
Spawn Point Wander,"Spawn Point (-118.3 -10.5 77.5)",1,0,99,"(-118.3, -10.5, 77.5)"
Spawn Point Wander,"Spawn Point (234.3 -10.8 -6.7)",1,0,99,"(234.3, -10.8, -6.7)"
Spawn Point Wander,"Spawn Point (35.9 -0.3 -189.7)",1,0,99,"(35.9, -0.3, -189.7)"
Spawn Point Wander,"Spawn Point (-74.3 21.4 192.0)",1,0,99,"(-74.3, 21.4, 192.0)"
Spawn Point Wander,"Spawn Point (31.5 -12.2 -146.8)",1,0,99,"(31.5, -12.2, -146.8)"
Spawn Point Wander,"Spawn Point (146.0 -6.8 -230.5)",1,0,99,"(146.0, -6.8, -230.5)"
Spawn Point Wander,"Spawn Point (-6.5 -6.7 -19.2)",1,0,99,"(-6.5, -6.7, -19.2)"
Spawn Point Wander,"Spawn Point (67.8 -7.3 -168.2)",1,0,99,"(67.8, -7.3, -168.2)"
Spawn Point Wander,"Spawn Point (-28.3 12.6 182.9)",1,0,99,"(-28.3, 12.6, 182.9)"
Spawn Point Wander,"Spawn Point (-47.3 -6.5 18.7)",1,0,99,"(-47.3, -6.5, 18.7)"
Spawn Point Wander,"Spawn Point (47.3 -12.1 -93.3)",1,0,99,"(47.3, -12.1, -93.3)"
Spawn Point Wander,"Spawn Point (255.1 -6.4 -42.1)",1,0,99,"(255.1, -6.4, -42.1)"
Spawn Point Wander,"Spawn Point (-135.1 -6.7 -130.0)",1,0,99,"(-135.1, -6.7, -130.0)"
Spawn Point Wander,"Spawn Point (-135.5 -6.7 -130.0)",1,0,99,"(-135.5, -6.7, -130.0)"
Spawn Point Wander,"Spawn Point (226.3 -6.8 31.4)",1,0,99,"(226.3, -6.8, 31.4)"
Spawn Point Wander,"Spawn Point (-174.1 -6.9 1.2)",1,0,99,"(-174.1, -6.9, 1.2)"
Spawn Point Wander,"Spawn Point (-120.8 -10.5 78.1)",1,0,99,"(-120.8, -10.5, 78.1)"
Spawn Point Wander,"Spawn Point (173.8 -5.2 -169.2)",1,0,99,"(173.8, -5.2, -169.2)"
Spawn Point Wander,"Spawn Point (-136.0 -6.7 -130.0)",1,0,99,"(-136.0, -6.7, -130.0)"
Spawn Point Wander,"Spawn Point (122.0 -12.2 -120.3)",1,0,99,"(122.0, -12.2, -120.3)"
Spawn Point Wander,"Spawn Point (-26.8 12.6 182.8)",1,0,99,"(-26.8, 12.6, 182.8)"
Spawn Point Wander,"Spawn Point (-47.3 -6.5 14.3)",1,0,99,"(-47.3, -6.5, 14.3)"
Spawn Point Wander,"Spawn Point (176.3 -5.9 40.8)",1,0,99,"(176.3, -5.9, 40.8)"
Spawn Point Wander,"Spawn Point (60.5 -6.9 -56.2)",1,0,99,"(60.5, -6.9, -56.2)"
Spawn Point Wander,"Spawn Point (218.0 -6.9 -175.7)",1,0,99,"(218.0, -6.9, -175.7)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(63.1, -6.9, -172.0)"
Boss Hunter,"Spawn Point (141.0 -6.5 -223.1)",1,15,99,"(141.0, -6.5, -223.1)"
Boss Hunter,"Spawn Point (-85.1 -14.5 36.9)",1,15,99,"(-85.1, -14.5, 36.9)"
Boss Hunter,"Spawn Point (-94.9 -14.8 3.4)",1,15,99,"(-94.9, -14.8, 3.4)"
Boss Hunter,"Spawn Point (65.8 -6.8 -39.2)",1,15,99,"(65.8, -6.8, -39.2)"
Boss Hunter,"Spawn Point (217.3 -6.9 -172.0)",1,15,99,"(217.3, -6.9, -172.0)"
Boss Hunter,"Spawn Point (219.2 -6.9 -174.0)",1,15,99,"(219.2, -6.9, -174.0)"
Boss Hunter,"Spawn Point (-99.9 -14.5 17.4)",1,15,99,"(-99.9, -14.5, 17.4)"
Boss Hunter,"Spawn Point (38.6 -0.5 -184.2)",1,15,99,"(38.6, -0.5, -184.2)"
Boss Hunter,"Spawn Point (243.1 -7.1 -88.1)",1,15,99,"(243.1, -7.1, -88.1)"
Boss Hunter,"Spawn Point (-105.6 -14.5 21.8)",1,15,99,"(-105.6, -14.5, 21.8)"
Boss Hunter,"Spawn Point (-117.6 -14.6 58.7)",1,15,99,"(-117.6, -14.6, 58.7)"
Boss Hunter,"Spawn Point (-90.4 -14.5 14.5)",1,15,99,"(-90.4, -14.5, 14.5)"
Boss Hunter,"Spawn Point (138.8 -6.8 -229.3)",1,15,99,"(138.8, -6.8, -229.3)"
Boss Hunter,"Spawn Point (102.7 -6.9 -5.5)",1,15,99,"(102.7, -6.9, -5.5)"
Boss Hunter,"Spawn Point (-6.0 -7.0 -182.4)",1,15,99,"(-6.0, -7.0, -182.4)"
Boss Hunter,"Spawn Point (-82.4 -14.3 28.9)",1,15,99,"(-82.4, -14.3, 28.9)"
Boss Hunter,"Spawn Point (23.5 -5.1 -128.3)",1,15,99,"(23.5, -5.1, -128.3)"
Boss Hunter,"Spawn Point (-86.1 -14.4 21.4)",1,15,99,"(-86.1, -14.4, 21.4)"
Boss Hunter,"Spawn Point (225.1 -6.8 -123.0)",1,15,99,"(225.1, -6.8, -123.0)"
Boss Hunter,"Spawn Point (96.7 -7.0 -16.2)",1,15,99,"(96.7, -7.0, -16.2)"
Boss Hunter,"Spawn Point (-136.4 -14.6 41.6)",1,15,99,"(-136.4, -14.6, 41.6)"
Boss Hunter,"Spawn Point (-10.3 -7.0 -186.0)",1,15,99,"(-10.3, -7.0, -186.0)"
Boss Hunter,"Spawn Point (230.4 -6.8 -117.5)",1,15,99,"(230.4, -6.8, -117.5)"
Boss Hunter,"Spawn Point (104.8 -7.0 12.9)",1,15,99,"(104.8, -7.0, 12.9)"
Boss Hunter,"Spawn Point (-6.0 -7.0 -180.0)",1,15,99,"(-6.0, -7.0, -180.0)"
Boss Hunter,"Spawn Point (-104.2 -14.5 33.8)",1,15,99,"(-104.2, -14.5, 33.8)"
Boss Hunter,"Spawn Point (-89.8 -14.5 17.2)",1,15,99,"(-89.8, -14.5, 17.2)"
Boss Hunter,"Spawn Point (45.4 -0.8 -196.3)",1,15,99,"(45.4, -0.8, -196.3)"
Boss Hunter,"Spawn Point (-7.3 -7.0 -183.4)",1,15,99,"(-7.3, -7.0, -183.4)"
Boss Hunter,"Spawn Point (39.7 -0.2 -188.6)",1,15,99,"(39.7, -0.2, -188.6)"
Boss Hunter,"Spawn Point (137.2 -6.5 -232.0)",1,15,99,"(137.2, -6.5, -232.0)"
Boss Hunter,"Spawn Point (216.7 -6.9 -176.9)",1,15,99,"(216.7, -6.9, -176.9)"
Boss Hunter,"Spawn Point (102.4 -7.0 3.1)",1,15,99,"(102.4, -7.0, 3.1)"
Boss Hunter,"Spawn Point (240.9 -7.1 -94.9)",1,15,99,"(240.9, -7.1, -94.9)"
Boss Hunter,"Spawn Point (35.9 -0.3 -189.7)",1,15,99,"(35.9, -0.3, -189.7)"
Boss Hunter,"Spawn Point (146.0 -6.8 -230.5)",1,15,99,"(146.0, -6.8, -230.5)"
Boss Hunter,"Spawn Point (60.5 -6.9 -56.2)",1,15,99,"(60.5, -6.9, -56.2)"
Boss Hunter,"Spawn Point (218.0 -6.9 -175.7)",1,15,99,"(218.0, -6.9, -175.7)"
Hermetic Door Switch,"Hermetic Door Switch: Objective #1",2,0,99,"(-60.3, -7.0, 76.8)"
Hermetic Alarm Patrol,"Hermetic Alarm Patrol: Objective #1",2,15,99,"(-81.4, -6.9, 22.4)"
Hermetic Alarm Patrol,"Hermetic Alarm Patrol: Objective #2",2,15,99,"(-63.6, -6.9, -10.7)"
Hermetic Alarm Patrol,"Hermetic Alarm Patrol: Objective #3",2,15,99,"(-28.2, -6.9, -24.7)"
Hermetic Alarm Patrol,"Hermetic Alarm Patrol: Objective #4",2,15,99,"(-23.8, -5.1, -120.5)"
Hermetic Alarm Patrol,"Hermetic Alarm Patrol: Objective #5",2,15,99,"(77.3, -5.5, -147.1)"
D2 Switch,"D2 Switch: Objective #1",3,0,99,"(-128.7, -14.5, 24.0)"
D2 Area,"D2 Area: Objective #1",1,0,99,"(-56.1, -14.7, 140.4)"
D2 Area,"D2 Area: Objective #2",1,0,99,"(-61.2, -14.7, 132.5)"
D2 Area,"D2 Area: Objective #3",1,0,99,"(-42.6, -14.7, 131.7)"
D2 Area,"D2 Area: Objective #4",1,0,99,"(-52.2, -18.6, 132.6)"
D2 Area,"D2 Area: Objective #5",1,0,99,"(-103.3, -18.4, 159.0)"
D2 Area,"D2 Area: Objective #6",2,0,99,"(-116.5, -18.4, 169.3)"
Command Center Rush,"Command Center Rush: Objective #1",1,10,99,"(-83.9, -14.4, 19.2)"
Command Center Rush,"Command Center Rush: Objective #2",1,10,99,"(-120.2, -14.5, 36.6)"
Black Bishop Tech Room,"Black Bishop Tech Room: Objective #1",3,0,99,"(-133.5, -0.1, -8.3)"
RB-ST,"RB-ST: Objective #1",4,0,99,"(97.9, -6.9, 51.2)"
Hermetic Depot,"Hermetic Depot: Objective #1",1,0,99,"(66.3, -12.2, -152.1)"
Hermetic Depot,"Hermetic Depot: Objective #2",1,0,99,"(42.4, -12.2, -125.7)"
Hermetic Depot,"Hermetic Depot: Objective #3",1,0,99,"(85.1, -12.2, -111.0)"
